First_Name,Last_Name,Birthdate,Gender,Driver_License,Addresses
Olga,Fedorov,2004-01-05,Female,False,"[['Ekaterinburg', 'Lenina', 194, 240]]"
Ekaterina,Kuznetsov,1872-03-12,Female,False,"[['Sankt-Peterburg', 'Pobedy', 47, 409], ['Ekaterinburg', 'Gagarina', 70, 398]]"
Andrey,Alekseev,2011-04-05,Female,False,"[['Moskva', 'Lenina', 159, 278], ['Moskva', 'Pobedy', 86, 354]]"
Ekaterina,Kuznetsov,2016-04-13,Female,False,"[['Nizhniy Novgorod', 'Mira', 77, 332]]"
Ivan,Mikhailov,1973-01-31,Female,True,"[['Chelyabinsk', 'Sovetskaya', 75, 87], ['Chelyabinsk', 'Zhukova', 184, 24], ['Kazan', 'Lenina', 3, 431]]"
Maria,Pavlov,2023-05-24,Female,True,"[['Sankt-Peterburg', 'Pobedy', 181, 353], ['Moskva', 'Pushkina', 196, 443], ['Samara', 'Zhukova', 176, 384]]"
Maxim,Nikolaev,1890-03-25,Male,True,"[['Ekaterinburg', 'Pobedy', 31, 414], ['Novosibirsk', 'Pobedy', 54, 479], ['Ekaterinburg', 'Gagarina', 124, 424]]"
Anna,Kuznetsov,2017-04-09,Female,False,"[['Rostov-na-Donu', 'Gagarina', 1, 66], ['Chelyabinsk', 'Moskovskaya', 178, 424]]"
Elena,Kuznetsov,2023-07-03,Female,False,"[['Samara', 'Moskovskaya', 44, 139]]"
Dmitriy,Egorov,1980-03-19,Male,False,"[['Novosibirsk', 'Moskovskaya', 183, 58], ['Kazan', 'Lenina', 152, 322]]"
Vera,Egorov,2015-02-08,Male,False,"[['Rostov-na-Donu', 'Moskovskaya', 45, 256]]"
Olga,Kuznetsov,2017-12-18,Female,True,"[['Omsk', 'Moskovskaya', 1, 36], ['Sankt-Peterburg', 'Moskovskaya', 64, 253], ['Samara', 'Mira', 82, 60]]"
Irina,Popov,1983-10-13,Female,True,"[['Omsk', 'Pushkina', 97, 406]]"
Dmitriy,Popov,2006-08-15,Male,True,"[['Novosibirsk', 'Mira', 68, 462], ['Rostov-na-Donu', 'Moskovskaya', 135, 199]]"
Olga,Mikhailov,2022-04-20,Female,False,"[['Omsk', 'Moskovskaya', 195, 226], ['Sankt-Peterburg', 'Kirova', 96, 339], ['Samara', 'Krasnaya', 161, 102]]"
Mikhail,Novikov,1978-12-04,Female,False,"[['Omsk', 'Kirova', 33, 327]]"
Artem,Fedorov,1982-06-02,Female,True,"[['Chelyabinsk', 'Mira', 89, 420], ['Kazan', 'Gagarina', 179, 101]]"
Aleksandr,Egorov,2015-01-26,Male,False,"[['Omsk', 'Sovetskaya', 178, 472], ['Omsk', 'Zhukova', 98, 276], ['Omsk', 'Kirova', 195, 311]]"
Aleksandr,Mikhailov,2012-03-27,Female,True,"[['Sankt-Peterburg', 'Pobedy', 176, 468], ['Moskva', 'Sovetskaya', 113, 79], ['Samara', 'Lenina', 65, 368]]"
Aleksey,Egorov,2012-08-23,Male,False,"[['Novosibirsk', 'Gagarina', 19, 323]]"
Artem,Morozov,1992-03-18,Female,True,"[['Samara', 'Kirova', 141, 173], ['Rostov-na-Donu', 'Pushkina', 23, 465]]"
Sofia,Smirnov,2008-10-27,Male,False,"[['Kazan', 'Krasnaya', 174, 463], ['Ekaterinburg', 'Pushkina', 150, 193]]"
Aleksandr,Petrov,1984-02-15,Male,False,"[['Sankt-Peterburg', 'Pobedy', 113, 388], ['Samara', 'Pushkina', 112, 215]]"
Olga,Petrov,1984-07-20,Female,False,"[['Samara', 'Kirova', 83, 231], ['Novosibirsk', 'Mira', 7, 304]]"
Ekaterina,Ivanov,2002-08-21,Female,False,"[['Ekaterinburg', 'Sovetskaya', 133, 403], ['Ekaterinburg', 'Kirova', 7, 7]]"
Elena,Pavlov,2004-09-21,Female,True,"[['Ekaterinburg', 'Lenina', 199, 386], ['Sankt-Peterburg', 'Pushkina', 125, 301]]"
Ekaterina,Pavlov,2021-10-04,Female,False,"[['Moskva', 'Mira', 5, 112]]"
Mikhail,Popov,2015-10-08,Male,True,"[['Nizhniy Novgorod', 'Gagarina', 103, 398], ['Chelyabinsk', 'Kirova', 96, 106]]"
Anna,Sokolov,1961-01-03,Female,False,"[['Kazan', 'Krasnaya', 182, 372], ['Ekaterinburg', 'Pushkina', 135, 435]]"
Mikhail,Kuznetsov,2019-01-19,Female,False,"[['Moskva', 'Sovetskaya', 151, 389], ['Nizhniy Novgorod', 'Moskovskaya', 175, 76], ['Samara', 'Moskovskaya', 153, 226]]"
Aleksey,Sokolov,2002-02-25,Female,False,"[['Novosibirsk', 'Kirova', 134, 230], ['Ekaterinburg', 'Zhukova', 104, 20], ['Nizhniy Novgorod', 'Sovetskaya', 69, 454]]"
Nikita,Petrov,1963-06-16,Female,False,"[['Omsk', 'Lenina', 197, 449]]"
Dmitriy,Sokolov,2017-07-24,Male,False,"[['Novosibirsk', 'Mira', 192, 463]]"
Ivan,Smirnov,2023-08-25,Male,False,"[['Ekaterinburg', 'Sovetskaya', 10, 162], ['Novosibirsk', 'Pobedy', 46, 485]]"
Sofia,Smirnov,2010-03-22,Female,False,"[['Moskva', 'Kirova', 170, 290], ['Sankt-Peterburg', 'Kirova', 74, 193]]"
Ivan,Petrov,2023-10-13,Male,True,"[['Ekaterinburg', 'Pobedy', 102, 146]]"
Sofia,Stepanov,1985-08-14,Male,False,"[['Novosibirsk', 'Krasnaya', 23, 5], ['Rostov-na-Donu', 'Moskovskaya', 36, 342], ['Kazan', 'Moskovskaya', 117, 50]]"
Ekaterina,Kozlov,1978-07-26,Female,True,"[['Rostov-na-Donu', 'Mira', 138, 89], ['Novosibirsk', 'Gagarina', 98, 372]]"
Artem,Semenov,2022-11-11,Male,False,"[['Rostov-na-Donu', 'Moskovskaya', 81, 286], ['Sankt-Peterburg', 'Krasnaya', 50, 481]]"
Mikhail,Semenov,2006-08-26,Female,True,"[['Omsk', 'Sovetskaya', 102, 413], ['Samara', 'Kirova', 117, 438], ['Samara', 'Mira', 162, 172]]"
Olga,Kozlov,2021-10-16,Male,True,"[['Omsk', 'Moskovskaya', 5, 388], ['Ekaterinburg', 'Gagarina', 181, 410]]"
Artem,Pavlov,2018-07-07,Male,True,"[['Sankt-Peterburg', 'Pobedy', 86, 226], ['Nizhniy Novgorod', 'Pobedy', 141, 204]]"
Dmitriy,Lebedev,1989-12-06,Male,True,"[['Nizhniy Novgorod', 'Pushkina', 95, 422], ['Moskva', 'Gagarina', 179, 86]]"
Sergey,Volkov,2003-02-09,Female,True,"[['Novosibirsk', 'Mira', 141, 355], ['Chelyabinsk', 'Sovetskaya', 132, 488]]"
Aleksey,Novikov,2014-10-30,Male,True,"[['Kazan', 'Pushkina', 200, 12]]"
Ekaterina,Egorov,1950-03-23,Female,True,"[['Kazan', 'Lenina', 69, 425], ['Samara', 'Lenina', 148, 440], ['Ekaterinburg', 'Krasnaya', 99, 289]]"
Anna,Petrov,1977-04-09,Male,False,"[['Sankt-Peterburg', 'Kirova', 162, 178]]"
Mikhail,Egorov,2020-11-18,Male,False,"[['Sankt-Peterburg', 'Zhukova', 121, 63], ['Chelyabinsk', 'Kirova', 118, 238]]"
Olga,Pavlov,2007-05-28,Female,False,"[['Sankt-Peterburg', 'Pushkina', 55, 73], ['Omsk', 'Krasnaya', 28, 321]]"
Vera,Nikolaev,2004-08-27,Female,False,"[['Rostov-na-Donu', 'Kirova', 8, 122], ['Sankt-Peterburg', 'Sovetskaya', 89, 129], ['Chelyabinsk', 'Zhukova', 66, 266]]"
Sofia,Fedorov,2000-10-21,Male,False,"[['Ekaterinburg', 'Pushkina', 49, 109], ['Moskva', 'Lenina', 63, 37], ['Nizhniy Novgorod', 'Krasnaya', 178, 387]]"
Aleksey,Pavlov,2018-07-19,Female,True,"[['Sankt-Peterburg', 'Krasnaya', 131, 369], ['Rostov-na-Donu', 'Pobedy', 129, 116]]"
Sergey,Stepanov,2019-02-02,Female,True,"[['Moskva', 'Kirova', 196, 108], ['Ekaterinburg', 'Zhukova', 2, 64], ['Ekaterinburg', 'Pushkina', 95, 158]]"
Irina,Stepanov,1995-12-19,Female,False,"[['Ekaterinburg', 'Mira', 163, 235], ['Omsk', 'Zhukova', 66, 340], ['Sankt-Peterburg', 'Pobedy', 13, 229]]"
Sergey,Ivanov,2022-11-27,Male,True,"[['Rostov-na-Donu', 'Pobedy', 46, 376], ['Samara', 'Pushkina', 197, 199]]"
Elena,Novikov,2024-03-26,Male,False,"[['Rostov-na-Donu', 'Lenina', 95, 72], ['Novosibirsk', 'Moskovskaya', 113, 135], ['Chelyabinsk', 'Zhukova', 109, 115]]"
Ivan,Stepanov,2022-03-25,Female,False,"[['Novosibirsk', 'Mira', 81, 95]]"
Andrey,Nikolaev,1983-06-03,Male,True,"[['Kazan', 'Lenina', 54, 421]]"
Sofia,Semenov,1990-08-04,Male,False,"[['Sankt-Peterburg', 'Pobedy', 101, 241], ['Omsk', 'Pushkina', 133, 447]]"
Mikhail,Petrov,1994-05-27,Male,False,"[['Sankt-Peterburg', 'Pushkina', 151, 118], ['Novosibirsk', 'Mira', 44, 355], ['Moskva', 'Lenina', 46, 493]]"
Sofia,Alekseev,1956-04-21,Male,True,"[['Rostov-na-Donu', 'Lenina', 55, 73], ['Chelyabinsk', 'Mira', 168, 120], ['Moskva', 'Kirova', 149, 194]]"
Aleksey,Morozov,2004-03-10,Female,False,"[['Rostov-na-Donu', 'Gagarina', 28, 164], ['Novosibirsk', 'Lenina', 195, 297]]"
Vera,Pavlov,2005-03-20,Male,True,"[['Nizhniy Novgorod', 'Krasnaya', 121, 122]]"
Aleksey,Kozlov,2017-02-06,Female,True,"[['Ekaterinburg', 'Lenina', 131, 462], ['Rostov-na-Donu', 'Moskovskaya', 129, 269], ['Ekaterinburg', 'Moskovskaya', 9, 251]]"
Aleksey,Mikhailov,1985-10-25,Male,True,"[['Sankt-Peterburg', 'Pushkina', 153, 419], ['Samara', 'Pushkina', 42, 175], ['Novosibirsk', 'Krasnaya', 110, 135]]"
Sofia,Fedorov,2019-05-22,Male,False,"[['Chelyabinsk', 'Zhukova', 43, 224], ['Rostov-na-Donu', 'Pobedy', 183, 225], ['Novosibirsk', 'Krasnaya', 6, 388]]"
Aleksandr,Mikhailov,2022-07-16,Male,False,"[['Chelyabinsk', 'Moskovskaya', 94, 230], ['Rostov-na-Donu', 'Gagarina', 78, 477]]"
Maxim,Sokolov,2023-01-09,Female,True,"[['Kazan', 'Lenina', 133, 308]]"
Sergey,Nikolaev,2002-11-11,Female,True,"[['Rostov-na-Donu', 'Pushkina', 165, 346]]"
Vera,Pavlov,2018-05-04,Female,True,"[['Chelyabinsk', 'Zhukova', 108, 282], ['Omsk', 'Pobedy', 68, 295], ['Rostov-na-Donu', 'Sovetskaya', 53, 336]]"
Nikita,Egorov,2014-12-15,Female,False,"[['Sankt-Peterburg', 'Mira', 184, 416]]"
Elena,Vasiliev,2024-02-22,Male,True,"[['Chelyabinsk', 'Mira', 5, 28]]"
Ivan,Lebedev,1966-04-11,Female,False,"[['Omsk', 'Mira', 80, 220], ['Omsk', 'Pushkina', 59, 165], ['Nizhniy Novgorod', 'Mira', 122, 122]]"
Elena,Petrov,1989-06-08,Female,False,"[['Nizhniy Novgorod', 'Sovetskaya', 147, 274], ['Rostov-na-Donu', 'Sovetskaya', 146, 179], ['Samara', 'Mira', 191, 100]]"
Natalia,Alekseev,1993-02-08,Male,True,"[['Omsk', 'Krasnaya', 62, 324], ['Chelyabinsk', 'Kirova', 198, 490]]"
Vera,Fedorov,2015-08-02,Female,True,"[['Omsk', 'Gagarina', 40, 495], ['Moskva', 'Zhukova', 174, 87], ['Kazan', 'Pobedy', 138, 237]]"
Aleksandr,Vasiliev,2009-11-26,Male,True,"[['Ekaterinburg', 'Zhukova', 198, 233], ['Samara', 'Gagarina', 9, 406], ['Ekaterinburg', 'Pobedy', 197, 474]]"
Natalia,Smirnov,2015-09-23,Female,False,"[['Nizhniy Novgorod', 'Pobedy', 96, 320]]"
Aleksandr,Volkov,1903-05-07,Female,False,"[['Rostov-na-Donu', 'Gagarina', 183, 132], ['Nizhniy Novgorod', 'Sovetskaya', 172, 493], ['Omsk', 'Pushkina', 63, 395]]"
Aleksandr,Pavlov,1999-08-24,Male,True,"[['Kazan', 'Krasnaya', 169, 171], ['Sankt-Peterburg', 'Sovetskaya', 25, 268]]"
Vera,Fedorov,2006-04-13,Female,True,"[['Rostov-na-Donu', 'Zhukova', 184, 395], ['Kazan', 'Pobedy', 5, 264]]"
Maxim,Egorov,2005-06-30,Female,True,"[['Chelyabinsk', 'Kirova', 55, 81]]"
Vera,Morozov,2013-07-01,Male,True,"[['Chelyabinsk', 'Zhukova', 57, 57], ['Sankt-Peterburg', 'Pushkina', 186, 277]]"
Nikita,Smirnov,2007-03-20,Female,False,"[['Novosibirsk', 'Pobedy', 140, 258]]"
Andrey,Petrov,2006-06-29,Female,False,"[['Omsk', 'Pobedy', 115, 313]]"
Maria,Mikhailov,2015-12-29,Female,True,"[['Omsk', 'Pushkina', 60, 390]]"
Natalia,Morozov,2016-02-07,Female,True,"[['Moskva', 'Lenina', 95, 356], ['Ekaterinburg', 'Moskovskaya', 177, 114], ['Sankt-Peterburg', 'Moskovskaya', 45, 43]]"
Aleksandr,Smirnov,2005-09-22,Male,True,"[['Samara', 'Krasnaya', 129, 27], ['Ekaterinburg', 'Pushkina', 132, 32]]"
Aleksandr,Kozlov,2008-04-30,Female,False,"[['Novosibirsk', 'Lenina', 52, 317]]"
Andrey,Egorov,2022-11-22,Female,True,"[['Kazan', 'Pushkina', 82, 443]]"
Nikita,Kozlov,1919-05-03,Male,True,"[['Nizhniy Novgorod', 'Moskovskaya', 7, 254], ['Kazan', 'Mira', 35, 446]]"
Sofia,Sokolov,1935-02-15,Female,True,"[['Samara', 'Moskovskaya', 184, 89], ['Sankt-Peterburg', 'Krasnaya', 78, 377], ['Samara', 'Gagarina', 120, 344]]"
Sergey,Semenov,1945-02-03,Female,False,"[['Chelyabinsk', 'Mira', 83, 195], ['Sankt-Peterburg', 'Sovetskaya', 9, 142], ['Samara', 'Pushkina', 96, 361]]"
Artem,Egorov,1993-04-13,Male,False,"[['Rostov-na-Donu', 'Mira', 143, 431]]"
Aleksandr,Vasiliev,2007-12-27,Female,False,"[['Rostov-na-Donu', 'Moskovskaya', 152, 452], ['Omsk', 'Zhukova', 7, 101], ['Omsk', 'Pushkina', 152, 390]]"
Elena,Popov,1935-08-12,Female,True,"[['Ekaterinburg', 'Krasnaya', 130, 492], ['Kazan', 'Pobedy', 117, 52], ['Moskva', 'Lenina', 173, 86]]"
Vera,Smirnov,1965-07-11,Female,True,"[['Rostov-na-Donu', 'Lenina', 93, 248]]"
Mikhail,Stepanov,2008-07-26,Male,False,"[['Sankt-Peterburg', 'Pobedy', 185, 102]]"
Sergey,Egorov,2018-09-15,Male,True,"[['Sankt-Peterburg', 'Pobedy', 20, 243], ['Sankt-Peterburg', 'Moskovskaya', 29, 280]]"
Sofia,Sokolov,2024-05-20,Female,True,"[['Novosibirsk', 'Moskovskaya', 4, 21]]"
Dmitriy,Sokolov,1982-02-14,Female,True,"[['Samara', 'Sovetskaya', 10, 313], ['Rostov-na-Donu', 'Moskovskaya', 50, 11], ['Kazan', 'Mira', 91, 95]]"
Aleksey,Morozov,1955-06-24,Male,True,"[['Kazan', 'Moskovskaya', 189, 142], ['Samara', 'Sovetskaya', 105, 165], ['Nizhniy Novgorod', 'Krasnaya', 153, 66]]"
Olga,Kuznetsov,1933-01-22,Female,False,"[['Novosibirsk', 'Pobedy', 170, 156], ['Omsk', 'Zhukova', 6, 457]]"
Sofia,Morozov,2019-12-04,Male,True,"[['Kazan', 'Moskovskaya', 180, 285]]"
Ekaterina,Kuznetsov,1948-03-22,Male,False,"[['Ekaterinburg', 'Mira', 82, 168]]"
Elena,Ivanov,2019-11-01,Male,True,"[['Chelyabinsk', 'Moskovskaya', 156, 330]]"
Elena,Vasiliev,2005-12-08,Female,False,"[['Omsk', 'Pobedy', 146, 351], ['Kazan', 'Lenina', 83, 68]]"
Sofia,Kozlov,1986-04-09,Male,False,"[['Nizhniy Novgorod', 'Krasnaya', 165, 466], ['Samara', 'Lenina', 84, 438], ['Nizhniy Novgorod', 'Krasnaya', 160, 77]]"
Maxim,Ivanov,1987-11-11,Male,True,"[['Nizhniy Novgorod', 'Lenina', 159, 192]]"
Maria,Fedorov,1987-09-29,Female,False,"[['Samara', 'Sovetskaya', 111, 257]]"
Aleksey,Pavlov,1958-07-01,Female,True,"[['Rostov-na-Donu', 'Gagarina', 56, 336]]"
Anna,Kuznetsov,1967-05-12,Male,False,"[['Ekaterinburg', 'Gagarina', 104, 114]]"
Olga,Sokolov,2021-02-24,Male,False,"[['Nizhniy Novgorod', 'Pobedy', 184, 206], ['Rostov-na-Donu', 'Kirova', 193, 474]]"
Natalia,Morozov,2010-07-18,Female,False,"[['Rostov-na-Donu', 'Pushkina', 115, 338]]"
Aleksandr,Ivanov,2000-07-17,Male,False,"[['Novosibirsk', 'Pushkina', 162, 332], ['Nizhniy Novgorod', 'Zhukova', 138, 10]]"
Artem,Petrov,1944-12-03,Female,False,"[['Nizhniy Novgorod', 'Sovetskaya', 34, 263]]"
Aleksey,Popov,2021-04-21,Female,False,"[['Omsk', 'Kirova', 63, 341]]"
Olga,Novikov,1924-10-19,Male,True,"[['Moskva', 'Moskovskaya', 116, 471], ['Sankt-Peterburg', 'Pushkina', 57, 141]]"
Aleksey,Stepanov,1988-11-18,Male,False,"[['Samara', 'Pushkina', 11, 249]]"
Aleksandr,Smirnov,1992-09-29,Female,True,"[['Kazan', 'Gagarina', 172, 248]]"
Andrey,Mikhailov,2020-02-20,Female,True,"[['Sankt-Peterburg', 'Kirova', 44, 37], ['Omsk', 'Pobedy', 129, 196], ['Moskva', 'Moskovskaya', 15, 444]]"
Mikhail,Lebedev,2005-06-08,Male,True,"[['Omsk', 'Kirova', 111, 240], ['Chelyabinsk', 'Kirova', 124, 21], ['Ekaterinburg', 'Pushkina', 161, 436]]"
Olga,Pavlov,1964-07-09,Male,False,"[['Novosibirsk', 'Krasnaya', 75, 361]]"
Vera,Morozov,2008-02-13,Male,True,"[['Nizhniy Novgorod', 'Sovetskaya', 14, 6]]"
Irina,Semenov,1994-11-22,Female,True,"[['Sankt-Peterburg', 'Zhukova', 138, 40], ['Samara', 'Sovetskaya', 60, 331], ['Moskva', 'Gagarina', 33, 257]]"
Nikita,Sokolov,1903-08-15,Female,True,"[['Chelyabinsk', 'Mira', 31, 361]]"
Sofia,Novikov,2010-05-24,Male,False,"[['Sankt-Peterburg', 'Gagarina', 50, 209], ['Ekaterinburg', 'Krasnaya', 81, 103]]"
Elena,Popov,2002-06-25,Female,True,"[['Moskva', 'Krasnaya', 85, 196], ['Samara', 'Gagarina', 105, 55]]"
Anna,Sokolov,1984-08-31,Male,True,"[['Nizhniy Novgorod', 'Lenina', 21, 448], ['Nizhniy Novgorod', 'Pushkina', 132, 309], ['Kazan', 'Gagarina', 125, 254]]"
Sergey,Egorov,2018-02-07,Female,False,"[['Chelyabinsk', 'Pushkina', 161, 393], ['Kazan', 'Pobedy', 144, 314]]"
Anna,Ivanov,2020-11-11,Female,True,"[['Novosibirsk', 'Mira', 93, 271], ['Rostov-na-Donu', 'Pobedy', 148, 383]]"
Sergey,Lebedev,2015-02-10,Male,False,"[['Nizhniy Novgorod', 'Krasnaya', 186, 30], ['Omsk', 'Kirova', 194, 429], ['Chelyabinsk', 'Gagarina', 25, 418]]"
Dmitriy,Stepanov,2001-04-16,Female,False,"[['Samara', 'Kirova', 178, 341]]"
Dmitriy,Popov,1969-11-24,Male,True,"[['Samara', 'Kirova', 49, 345], ['Chelyabinsk', 'Sovetskaya', 79, 21], ['Ekaterinburg', 'Lenina', 90, 240]]"
Ivan,Popov,1977-04-24,Male,True,"[['Samara', 'Gagarina', 187, 178], ['Kazan', 'Pobedy', 148, 86], ['Nizhniy Novgorod', 'Zhukova', 94, 27]]"
Sofia,Mikhailov,2018-07-13,Male,False,"[['Rostov-na-Donu', 'Kirova', 53, 57], ['Omsk', 'Gagarina', 158, 191], ['Chelyabinsk', 'Gagarina', 117, 285]]"
Maria,Fedorov,2010-12-21,Female,True,"[['Nizhniy Novgorod', 'Krasnaya', 88, 117]]"
Sergey,Lebedev,1984-05-17,Male,False,"[['Ekaterinburg', 'Gagarina', 35, 225]]"
Andrey,Ivanov,1959-11-01,Male,False,"[['Novosibirsk', 'Sovetskaya', 21, 35]]"
Maxim,Semenov,2024-06-25,Male,False,"[['Ekaterinburg', 'Lenina', 92, 481], ['Novosibirsk', 'Pushkina', 7, 340]]"
Irina,Mikhailov,2012-08-30,Female,True,"[['Moskva', 'Gagarina', 197, 136]]"
Anna,Semenov,1985-10-03,Female,False,"[['Sankt-Peterburg', 'Pobedy', 30, 60]]"
Mikhail,Nikolaev,2016-09-07,Male,False,"[['Ekaterinburg', 'Lenina', 155, 347], ['Moskva', 'Gagarina', 174, 9], ['Omsk', 'Mira', 135, 476]]"
Tatiana,Stepanov,1962-12-30,Female,False,"[['Nizhniy Novgorod', 'Sovetskaya', 81, 419]]"
Aleksandr,Ivanov,1985-09-26,Male,False,"[['Novosibirsk', 'Zhukova', 68, 416], ['Kazan', 'Mira', 163, 71]]"
Sergey,Kozlov,1999-10-17,Female,False,"[['Rostov-na-Donu', 'Lenina', 154, 240], ['Kazan', 'Moskovskaya', 57, 12], ['Nizhniy Novgorod', 'Pushkina', 152, 24]]"
Irina,Lebedev,1992-06-20,Male,False,"[['Samara', 'Moskovskaya', 162, 274], ['Sankt-Peterburg', 'Zhukova', 73, 226]]"
Ekaterina,Popov,2023-10-25,Female,True,"[['Samara', 'Moskovskaya', 126, 438], ['Nizhniy Novgorod', 'Moskovskaya', 106, 277]]"
Maria,Novikov,1990-03-27,Male,False,"[['Novosibirsk', 'Gagarina', 12, 83]]"
Ekaterina,Stepanov,1989-12-13,Female,True,"[['Novosibirsk', 'Kirova', 174, 203], ['Moskva', 'Lenina', 184, 37]]"
Aleksey,Volkov,2022-01-09,Female,False,"[['Rostov-na-Donu', 'Kirova', 181, 246]]"
Maxim,Stepanov,1984-01-29,Male,True,"[['Ekaterinburg', 'Moskovskaya', 179, 347], ['Rostov-na-Donu', 'Gagarina', 126, 24], ['Moskva', 'Zhukova', 160, 183]]"
Ivan,Stepanov,2019-12-16,Female,False,"[['Novosibirsk', 'Moskovskaya', 13, 99], ['Ekaterinburg', 'Moskovskaya', 86, 258]]"
Nikita,Petrov,2008-02-06,Male,True,"[['Omsk', 'Lenina', 184, 25], ['Samara', 'Moskovskaya', 44, 343]]"
Natalia,Volkov,1964-07-21,Female,False,"[['Moskva', 'Kirova', 147, 191], ['Sankt-Peterburg', 'Moskovskaya', 54, 78], ['Omsk', 'Kirova', 60, 45]]"
Anna,Petrov,2012-05-09,Female,True,"[['Chelyabinsk', 'Zhukova', 193, 434], ['Ekaterinburg', 'Kirova', 75, 425], ['Kazan', 'Lenina', 23, 355]]"
Elena,Popov,2019-03-17,Female,True,"[['Omsk', 'Sovetskaya', 99, 350]]"
Tatiana,Kozlov,2019-03-15,Male,False,"[['Samara', 'Pushkina', 69, 119]]"
Aleksey,Alekseev,2008-02-03,Male,False,"[['Kazan', 'Lenina', 98, 124]]"
Irina,Sokolov,1995-11-21,Male,False,"[['Nizhniy Novgorod', 'Zhukova', 180, 258]]"
Vera,Petrov,2017-03-20,Female,True,"[['Chelyabinsk', 'Sovetskaya', 98, 37], ['Moskva', 'Zhukova', 79, 28]]"
Sergey,Petrov,1998-03-21,Male,False,"[['Ekaterinburg', 'Kirova', 196, 93]]"
Andrey,Semenov,2015-03-21,Male,True,"[['Ekaterinburg', 'Pushkina', 154, 160], ['Moskva', 'Moskovskaya', 26, 260]]"
Aleksey,Novikov,2011-12-02,Female,False,"[['Rostov-na-Donu', 'Kirova', 90, 193], ['Sankt-Peterburg', 'Gagarina', 75, 158]]"
Olga,Semenov,2006-11-08,Female,True,"[['Omsk', 'Lenina', 39, 169], ['Chelyabinsk', 'Kirova', 140, 88], ['Nizhniy Novgorod', 'Sovetskaya', 128, 461]]"
Olga,Sokolov,2013-05-16,Female,False,"[['Rostov-na-Donu', 'Krasnaya', 52, 24]]"
Irina,Pavlov,2011-08-09,Female,False,"[['Samara', 'Mira', 31, 83]]"
Ekaterina,Kuznetsov,2012-02-23,Female,True,"[['Novosibirsk', 'Zhukova', 54, 65], ['Novosibirsk', 'Kirova', 77, 214], ['Samara', 'Sovetskaya', 141, 240]]"
Mikhail,Morozov,2018-06-04,Male,False,"[['Novosibirsk', 'Pushkina', 37, 348]]"
Aleksey,Stepanov,1951-04-01,Male,True,"[['Kazan', 'Krasnaya', 81, 435], ['Kazan', 'Lenina', 168, 47], ['Omsk', 'Zhukova', 66, 92]]"
Dmitriy,Kuznetsov,2021-01-05,Female,False,"[['Kazan', 'Gagarina', 45, 281], ['Samara', 'Lenina', 111, 464]]"
Ivan,Novikov,2006-11-02,Female,True,"[['Moskva', 'Zhukova', 184, 375], ['Samara', 'Kirova', 17, 335], ['Rostov-na-Donu', 'Kirova', 70, 470]]"
Dmitriy,Alekseev,2005-01-19,Male,False,"[['Novosibirsk', 'Gagarina', 147, 128], ['Moskva', 'Kirova', 176, 345], ['Ekaterinburg', 'Pobedy', 54, 243]]"
Mikhail,Stepanov,1995-09-08,Male,False,"[['Omsk', 'Lenina', 148, 178], ['Kazan', 'Lenina', 169, 50], ['Rostov-na-Donu', 'Krasnaya', 118, 319]]"
Vera,Petrov,1924-10-01,Female,False,"[['Nizhniy Novgorod', 'Kirova', 39, 116], ['Ekaterinburg', 'Pushkina', 96, 238], ['Moskva', 'Moskovskaya', 191, 180]]"
Olga,Kozlov,1897-08-31,Female,False,"[['Sankt-Peterburg', 'Pobedy', 70, 236], ['Sankt-Peterburg', 'Lenina', 79, 291]]"
Sergey,Egorov,2022-12-18,Female,True,"[['Rostov-na-Donu', 'Krasnaya', 190, 191], ['Samara', 'Moskovskaya', 191, 132], ['Ekaterinburg', 'Mira', 153, 430]]"
Elena,Semenov,2021-10-04,Female,False,"[['Sankt-Peterburg', 'Pushkina', 63, 226], ['Nizhniy Novgorod', 'Sovetskaya', 79, 431]]"
Aleksey,Novikov,2003-06-18,Male,False,"[['Samara', 'Lenina', 24, 183], ['Sankt-Peterburg', 'Mira', 74, 351]]"
Maxim,Vasiliev,1992-08-08,Female,True,"[['Omsk', 'Moskovskaya', 4, 421], ['Chelyabinsk', 'Pushkina', 113, 177]]"
Tatiana,Egorov,1999-08-02,Male,False,"[['Nizhniy Novgorod', 'Sovetskaya', 186, 161]]"
Dmitriy,Lebedev,2000-04-25,Male,True,"[['Nizhniy Novgorod', 'Krasnaya', 74, 272]]"
Ekaterina,Petrov,2023-11-03,Female,True,"[['Samara', 'Pobedy', 90, 483], ['Ekaterinburg', 'Lenina', 98, 484], ['Nizhniy Novgorod', 'Krasnaya', 90, 34]]"
Irina,Sokolov,2011-05-26,Female,False,"[['Novosibirsk', 'Pushkina', 164, 180]]"
Dmitriy,Ivanov,2014-07-26,Female,True,"[['Samara', 'Pushkina', 84, 408]]"
Sergey,Kozlov,2016-04-08,Male,True,"[['Sankt-Peterburg', 'Krasnaya', 98, 134]]"
Aleksandr,Popov,2003-07-11,Male,True,"[['Nizhniy Novgorod', 'Lenina', 17, 379], ['Samara', 'Lenina', 39, 159], ['Sankt-Peterburg', 'Moskovskaya', 187, 267]]"
Vera,Kuznetsov,1963-10-11,Male,True,"[['Novosibirsk', 'Mira', 35, 438], ['Chelyabinsk', 'Pobedy', 115, 476]]"
